0.333333333333333	0.333333333333333	0
0.333333333333333	0.666666666666667	0
0.333333333333333	1	0
0.666666666666667	0.333333333333333	0
0.666666666666667	0.666666666666667	0
0.666666666666667	1	0
1	0.333333333333333	0
1	0.666666666666667	0
1	1	0
0	0.333333333333333	0.500000000000000
0	0.666666666666667	0.500000000000000
0	1	0.500000000000000
0.333333333333333	0	0.500000000000000
0.333333333333333	0.333333333333333	0.500000000000000
0.333333333333333	0.666666666666667	0.500000000000000
0.333333333333333	1	0.500000000000000
0.666666666666667	0	0.500000000000000
0.666666666666667	0.333333333333333	0.500000000000000
0.666666666666667	0.666666666666667	0.500000000000000
0.666666666666667	1	0.500000000000000
1	0	0.500000000000000
1	0.333333333333333	0.500000000000000
1	0.666666666666667	0.500000000000000
1	1	0.500000000000000
0	0.333333333333333	1
0	0.666666666666667	1
0	1	1
0.333333333333333	0	1
0.333333333333333	0.333333333333333	1
0.333333333333333	0.666666666666667	1
0.333333333333333	1	1
0.666666666666667	0	1
0.666666666666667	0.333333333333333	1
0.666666666666667	0.666666666666667	1
0.666666666666667	1	1
1	0	1
1	0.333333333333333	1
1	0.666666666666667	1
0.166666666666667	0	0
0.333333333333333	0	0
0.500000000000000	0	0
0.666666666666667	0	0
0.833333333333333	0	0
1	0	0
0	0.166666666666667	0
0	0.333333333333333	0
0	0.500000000000000	0
0	0.666666666666667	0
0	0.833333333333333	0
0	1	0
0	0	0.166666666666667
0	0	0.333333333333333
0	0	0.500000000000000
0	0	0.666666666666667
0	0	0.833333333333333
0	0	1
0	0	0
0.142857142857143	0.142857142857143	0.142857142857143
0.285714285714286	0.285714285714286	0.285714285714286
0.428571428571429	0.428571428571429	0.428571428571429
0.571428571428571	0.571428571428571	0.571428571428571
0.714285714285714	0.714285714285714	0.714285714285714
0.857142857142857	0.857142857142857	0.857142857142857
1	1	1
